#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GL000246.1	1	38154	11508	38043	99.7091	43.7814	31.3	16.7
GL000249.1	1	38502	11755	38372	99.6624	44.5134	31.3	1.2
GL000196.1	1	38914	12063	38752	99.5837	44.7977	31.3	1.84
GL000248.1	1	39786	14017	39629	99.6054	50.9512	31.2	14.4
GL000244.1	1	39929	9391	39442	98.7803	33.9844	31.4	2.77
GL000238.1	1	39939	11602	39699	99.3991	42.3617	31.3	13.4
GL000202.1	1	40103	7589	39152	97.6286	27.4167	31	32.1
GL000234.1	1	40531	43308	40521	99.9753	155.188	31.3	49.7
GL000232.1	1	40652	46503	40650	99.9951	166.762	31.4	45.2
GL000206.1	1	41001	420	18897	46.0891	1.43397	30.8	2.83
GL000240.1	1	41933	14551	38718	92.333	49.6399	31.3	17.7
GL000236.1	1	41934	11892	41750	99.5612	41.0333	31.3	6.51
GL000241.1	1	42152	55102	42152	100	189.626	31.4	46.7
GL000243.1	1	43341	30355	43236	99.7577	99.0739	31.2	9.58
GL000242.1	1	43523	10327	42998	98.7937	34.4002	31.2	10.3
GL000230.1	1	43691	11082	42581	97.4594	36.3558	31.4	41.5
GL000237.1	1	45867	73283	45866	99.9978	228.645	31.1	25
GL000233.1	1	45941	14319	44929	97.7972	45.0363	31.4	33.8
GL000204.1	1	81310	27222	78548	96.6031	48.2773	31	50.2
GL000198.1	1	90085	31660	88133	97.8332	50.6443	31.4	40.2
GL000208.1	1	92689	28629	92381	99.6677	43.496	31.4	40.1
GL000191.1	1	106433	16689	104826	98.4901	22.7479	31.2	12.7
GL000227.1	1	128374	29537	126456	98.5059	33.2229	31.3	2.93
GL000228.1	1	129120	43640	117363	90.8945	48.2663	31.3	13.7
GL000214.1	1	137718	743634	137491	99.8352	780.544	31.1	26.1
GL000221.1	1	155397	150475	154770	99.5965	140.899	31.4	10.7
GL000209.1	1	159169	36078	150288	94.4204	32.8029	31.3	28
GL000218.1	1	161147	197207	161142	99.9969	178.513	31.3	34.7
GL000220.1	1	161802	1976071	161319	99.7015	1724.67	30.7	53.1
GL000213.1	1	164239	41820	161578	98.3798	36.9372	31.3	16.9
GL000211.1	1	166566	75671	166064	99.6986	65.7548	31.3	45
GL000199.1	1	169874	46630	160636	94.5619	38.9942	31.4	10.1
GL000217.1	1	172149	146954	171779	99.7851	123.869	31.4	15.4
GL000216.1	1	172294	67848	171172	99.3488	54.8602	31.2	33.1
GL000215.1	1	172545	33731	167831	97.268	28.3127	31.4	6.58
GL000205.1	1	174588	214664	174332	99.8534	177.32	31.4	42.4
GL000219.1	1	179198	112691	171756	95.8471	89.9236	31.4	48.5
GL000224.1	1	179693	474917	169917	94.5596	381.151	31	19
GL000223.1	1	180455	41746	177357	98.2832	33.3386	31.2	1.55
GL000195.1	1	182896	329920	182849	99.9743	262.041	31.4	46.8
GL000212.1	1	186858	127261	184793	98.8949	98.5769	31.3	39.8
GL000222.1	1	186861	49360	183094	97.9841	38.2798	31.3	15.1
GL000200.1	1	187035	32531	184646	98.7227	25.1191	31.3	0.00692
GL000193.1	1	189789	233241	188010	99.0626	178.883	31.3	45.9
GL000194.1	1	191469	102411	190586	99.5388	77.4748	31.3	23.3
GL000225.1	1	211173	76875	207253	98.1437	50.0783	31.3	29
GL000192.1	1	547496	289015	545875	99.7039	76.5214	31.3	24.8
NC_007605	1	171823	165	254	0.147827	0.0432131	18.6	12.3
hs37d5	1	35477943	13446265	31631072	89.157	52.7984	31.2	35.4
