#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GL000217.1	1	172149	79812	170782	99.2059	67.1131	30.8	15
GL000216.1	1	172294	74230	171955	99.8032	58.7678	30.6	31.5
GL000215.1	1	172545	26760	169700	98.3512	22.4427	30.8	7.25
GL000205.1	1	174588	181671	174538	99.9714	148.722	30.8	44.8
GL000219.1	1	179198	138533	179162	99.9799	109.033	30.7	51.8
GL000224.1	1	179693	476523	178798	99.5019	379.941	30.4	20.6
GL000223.1	1	180455	29710	179789	99.6309	23.5048	30.6	1.77
GL000195.1	1	182896	208372	182676	99.8797	165.028	30.8	46.1
GL000212.1	1	186858	73272	183056	97.9653	56.4603	30.8	39.3
GL000222.1	1	186861	31883	178632	95.5962	24.6271	30.8	14.7
GL000200.1	1	187035	25245	183277	97.9908	19.4381	30.8	0.000198
GL000193.1	1	189789	149651	189102	99.638	114.388	30.7	45.7
GL000194.1	1	191469	72639	189734	99.0938	54.8564	30.8	23.7
GL000225.1	1	211173	125749	209939	99.4156	79.8853	30.6	28.4
GL000192.1	1	547496	194429	544588	99.4689	51.2997	30.7	24.6
NC_007605	1	171823	136	334	0.194386	0.0340467	20.3	11.7
hs37d5	1	35477943	14178255	31560457	88.958	53.7921	30.6	31.9
