#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GL000216.1	1	172294	117122	171763	99.6918	91.2395	30.8	27.1
GL000215.1	1	172545	42851	171225	99.235	35.9378	31	6.64
GL000205.1	1	174588	336725	174532	99.9679	274.406	31	44.7
GL000219.1	1	179198	285970	178566	99.6473	222.812	31	49.4
GL000224.1	1	179693	789435	179693	100	627.857	30.7	26.1
GL000223.1	1	180455	54686	179503	99.4724	42.1593	30.8	0.816
GL000195.1	1	182896	389991	182791	99.9426	308.935	31	46.3
GL000212.1	1	186858	131417	184718	98.8547	101.423	31	38.9
GL000222.1	1	186861	70195	184315	98.6375	54.2643	31	17.2
GL000200.1	1	187035	46451	185391	99.121	35.8445	31	0.0127
GL000193.1	1	189789	219258	188828	99.4936	167.404	31	45.6
GL000194.1	1	191469	211768	191464	99.9974	160.731	31	29.8
GL000225.1	1	211173	223346	209978	99.4341	139.628	30.8	26
GL000192.1	1	547496	302470	546235	99.7697	79.7697	31	23.4
NC_007605	1	171823	135	210	0.122219	0.0337673	19	15.5
hs37d5	1	35477943	34663393	33040063	93.1285	128.997	30.7	31.1
