#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GL000209.1	1	159169	30134	148076	93.0307	27.3528	31.2	26.1
GL000218.1	1	161147	175848	161141	99.9963	158.739	31.3	35.4
GL000220.1	1	161802	2100578	161418	99.7627	1830.42	30.7	53
GL000213.1	1	164239	24232	158771	96.6707	21.3226	31.3	17.1
GL000211.1	1	166566	69498	166102	99.7214	60.201	31.3	45.1
GL000199.1	1	169874	57943	162241	95.5067	48.3432	31.4	10.7
GL000217.1	1	172149	114706	171867	99.8362	96.5629	31.4	15.9
GL000216.1	1	172294	49189	165238	95.9047	39.4651	31.2	31.9
GL000215.1	1	172545	22300	160010	92.7352	18.6478	31.4	4.44
GL000205.1	1	174588	200600	174200	99.7778	165.217	31.3	43.7
GL000219.1	1	179198	90929	169820	94.7667	72.1554	31.3	49.1
GL000224.1	1	179693	356964	174285	96.9904	286.133	31	20.2
GL000223.1	1	180455	38945	178665	99.0081	31.0771	31.2	1.12
GL000195.1	1	182896	297634	182787	99.9404	235.83	31.3	47.4
GL000212.1	1	186858	97019	185320	99.1769	74.9514	31.3	41
GL000222.1	1	186861	21472	164973	88.2865	16.4901	31.3	8.01
GL000200.1	1	187035	31340	184948	98.8842	24.1008	31.3	0.00313
GL000193.1	1	189789	137816	187543	98.8166	105.23	31.3	44.5
GL000194.1	1	191469	79961	190330	99.4051	60.2353	31.3	21.5
GL000225.1	1	211173	62167	205184	97.1639	40.2338	31.2	28.5
GL000192.1	1	547496	256447	545354	99.6088	67.6804	31.3	24.6
NC_007605	1	171823	89	271	0.15772	0.0211788	19.4	12.4
hs37d5	1	35477943	10486829	30425176	85.758	40.9457	31.2	34.9
